media,mediana,desvio_padrao,coeficiente_variacao
1483654995076,1483944653631,1523801974,"0,1027059511"
742781740877,742607563185,"465347926,1","0,06264934913"
373809025255,373748303186,"390767638,3","0,1045367051"
369855209511,369610507317,"594900119,2","0,1608467595"
