media,mediana,desvio_padrao,coeficiente_variacao
"372,686123954","372,387119901","0,6761399081","0,181423419"
"187,391125045","187,191229206","0,4228525018","0,225652363"
"99,09899150","99,09889087","0,0008345399883","0,0008421276298"
"98,097521144","98,097427303","0,0006569747639","0,0006697159686"
