media,mediana,desvio_padrao,coeficiente_variacao
"6,406068590","6,005831867","0,6999366811","10,92615028"
"6,506281714","6,005807828","1,081359635","16,62023998"
"6,806488060","7,006332260","0,6328184829","9,297283377"
"6,606520259","6,006240127","0,8441803812","12,77798823"
